Title,Author,Year,Period,Total Words,Unique Words,Language,Zipf Exponent,Zipf R²,Heaps Exponent,Heaps R²,Taylor Exponent,Taylor R²,Correlation Exponent,Correlation R²,Word Analyzed,Entropy Rate,Beta,White Noise Fraction,Average Strahler,Strahler Log Coefficient,Strahler R²
Donquixote,Unknown,,Early,203713,39443,es,0.7062339761511351,0.8347999661667338,0.7696716664856036,0.9956904729429777,1.0402581987487862,0.8894123081780814,0.35758494045601735,0.34257488975730505,",",4.39833802208047,0.4860143207368154,0.7936773744510531,2.750830156525393,0.7994578245401619,0.9783211007254847
Donquixote,Unknown,,Intermediate,62969,10631,es,0.8931110123162688,0.9480267513791708,0.7227871770915474,0.9988867854807038,1.2290304852386091,0.8714347561695538,1.002538093590743,0.7515166490625262,.,4.362401897404187,0.4423308961412733,0.4838195521922639,1.607714481830388,0.6813507850175968,0.9725014460774448
Donquixote,Unknown,,Modern,395119,29708,es,1.1011208414731948,0.964475493302103,0.6525547147139145,0.9958327206533379,1.1829963273779012,0.8674742188281456,0.35547947448128686,0.1485397726708272,",",4.4205691161737946,0.1637707704883992,0.8213159270725144,3.4801791719366846,0.8875451398418184,0.9882695367206593
